category,2025-predictions,2026-fifa-world-cup,2026-nfl-draft,abraham-accords,acquisitions,airdrops,anthropic,awards,base,basketball,bernie-sanders,best-of-2025,big-tech,bitcoin,brazil,bundesliga,business,california-midterm,celebrities,champions-league,claude-5,climate-science,colombia-election,colorado-midterm,comex-gold-futures,comex-silver-futures,commodities,congress,connecticut-primary,crypto-prices,delaware-midterm,democratic-primary,economic-policy,epstein,extended,fdv,felix,fifa-world-cup,foreign-policy,formula1
bernie-sanders,-2.2533655992207836e-05,-1.8612079091337474e-05,0.0,-6.626645981035547e-05,-1.4332369757010737e-05,0.00653108034302271,-3.041317872576393e-05,0.0,-3.4537638562054536e-05,1.5049838094022687e-05,1.0,-5.480849738521236e-05,-7.039347298494596e-05,0.0025904562699027075,-7.5432838395788155e-06,-3.790590854783625e-05,0.0005272067468666871,-3.539979168797864e-05,-2.1459664229811825e-05,0.0,-3.0082876907454962e-05,0.014025002618274829,-3.431944289102348e-05,-3.885986295768718e-05,9.511441982267214e-06,-0.013442258164885326,0.002435832044806454,-2.891069834669081e-05,-0.013937295738042215,5.162069168179946e-06,5.728025287665228e-05,-0.00011044210497825483,8.112002427685031e-05,-3.9919282864976276e-05,1.2532211582309988e-05,-1.2332591025687292e-05,-0.00011755430415472942,3.984910753421086e-06,3.893981742700299e-06,-5.426536545749418e-05
best-of-2025,-4.0234600050559e-05,-3.3232492703725214e-05,0.0,-5.351309147095065e-05,-2.5590927861391043e-05,-1.8739661437327403e-06,-5.430375269420887e-05,0.0,-6.166811434041116e-05,2.6871991688699353e-05,-5.480849738521236e-05,0.9999999999999999,-0.0001256899116902431,-1.2413811788974974e-05,-1.346878679865712e-05,-6.768227359566398e-05,0.00010663011507584825,-6.320751772066306e-05,-3.8316951665734536e-05,0.0,-5.371398769733972e-05,-8.936970763499665e-05,-6.127851863699898e-05,-0.0002551482241488966,1.6982999305259812e-05,2.5441401699913356e-05,-5.852885623126007e-05,-5.162102348432326e-05,-1.4615253294729637e-05,0.0028695486165652676,0.00010227581649794282,-0.00019719809000714965,0.00014484252950338488,-7.127722110130524e-05,0.00026241907268372043,-0.00021416448705200073,-0.00020989716065260899,7.1151920689878705e-06,0.0018369213005953958,-9.689263369133649e-05
big-tech,-5.167544024812389e-05,-4.268226076187298e-05,0.0,-0.00015196595197728688,0.00554979153846938,-2.4068345495109797e-06,-6.974520248920818e-05,0.0,-7.920364447038054e-05,3.451313046762102e-05,-7.039347298494596e-05,-0.0001256899116902431,0.9999999999999998,-1.5943719797055567e-05,0.009539340547344247,-8.692794959202233e-05,0.0001369507372591967,-8.118078223971356e-05,-4.921250226931147e-05,0.0,-8.978560298296709e-05,-0.0011077429637731434,-7.870326595369958e-05,-8.911561120018038e-05,2.1812170736880035e-05,-0.0013701892121987871,-7.517172804424384e-05,-6.629963044889968e-05,-1.8771148399487245e-05,1.1837945735444202e-05,0.000131358279630626,-0.0002532720122581995,0.00018602897678451027,-9.154513218583986e-05,2.8739568537945486e-05,-2.8281787512543006e-05,-0.0002695821052011282,9.138420219237636e-06,8.929896726111902e-06,-0.00012444437117576436
bitcoin,-5.1037444511342974e-06,-4.2155296690124705e-06,0.0,-1.5008974871647342e-05,-3.2461999350767033e-06,-2.377119269402839e-07,-6.88841137082446e-06,0.0,-7.822577979681587e-06,3.4087024178145758e-06,0.0025904562699027075,-1.2413811788974974e-05,-1.5943719797055567e-05,1.0,-1.7085107295903706e-06,-8.585471904032522e-06,1.3525991496331193e-05,-8.017850741189609e-06,-4.860491447725035e-06,0.0,-6.813599894471362e-06,0.07052460305063685,-7.773157905741576e-06,-8.801537132310036e-06,2.154287313877118e-06,3.2272325956230774e-06,-7.4243642249750224e-06,-6.548108141722426e-06,-1.8539395895860573e-06,1.1691791994418014e-06,1.2973650298018431e-05,-2.5014506329966566e-05,1.8373222433235322e-05,-9.041489693719658e-06,2.838474384528744e-06,-2.7932614679667883e-06,-2.6625378844169824e-05,9.025595381891412e-07,8.819646363197065e-07,-1.2290795507761675e-05
brazil,-5.537480916876506e-06,-4.5737821162846345e-06,0.0,-1.628449714310475e-05,-3.522074893239383e-06,-2.5791363022740653e-07,-7.473815916676911e-06,0.0,-8.487371712670886e-06,3.6983874821091467e-06,-7.5432838395788155e-06,-1.346878679865712e-05,0.009539340547344247,-1.7085107295903706e-06,1.0,-9.315099391464792e-06,0.0033105143604369117,-8.699239528703471e-06,-0.011593078921799171,0.0,-7.392646664056478e-06,-1.229993711765115e-05,-8.433751724647147e-06,-9.549526700639718e-06,2.3373672025079962e-06,0.03232157101177869,-8.055316172150145e-06,-7.104592368132854e-06,0.003948417514248351,1.2685406895477477e-06,1.407620260680222e-05,-2.7140338387532683e-05,1.9934651818810826e-05,-9.809871383348594e-06,3.0796992067024307e-06,-3.030643916992539e-06,-2.8888109243289123e-05,9.792626309800284e-07,9.56917492586335e-07,-1.3335316105479815e-05
bundesliga,-2.7826507617170765e-05,-2.2983805237176204e-05,0.0,-8.183155673066558e-05,-1.7698849949313024e-05,-1.296047011958236e-06,0.03627217229243127,0.0,-4.265006365848387e-05,1.858484191403645e-05,-3.790590854783625e-05,-6.768227359566398e-05,-8.692794959202233e-05,-8.585471904032522e-06,-9.315099391464792e-06,1.0,7.374607192937138e-05,0.0036721459123884976,-2.6500249686924084e-05,0.0,-3.714893862323616e-05,-6.180866336746509e-05,-4.238061676961269e-05,-4.798752022167033e-05,-0.0026644068936980485,1.7595436696388252e-05,-4.047893260270601e-05,-3.5701431141048104e-05,-1.0108002978072516e-05,6.374569536268722e-06,7.073461108737557e-05,-0.0001363834646493346,0.00010017402299144465,-4.929578356473879e-05,1.547585891857745e-05,-1.5229350187753023e-05,0.00019555315611468943,4.920912499603521e-06,4.808625491656601e-06,-6.701156730952263e-05
business,4.3839303140194436e-05,3.6209862156257416e-05,0.0,0.00012892161931725692,2.7883673324567638e-05,2.041858742133673e-06,5.916894098661327e-05,0.0,6.719309140033857e-05,-2.9279510375182287e-05,0.0005272067468666871,0.00010663011507584825,0.0001369507372591967,1.3525991496331193e-05,0.0033105143604369117,7.374607192937138e-05,0.9999999999999999,6.887041319196337e-05,4.1749848572409845e-05,0.0,5.852633769376046e-05,9.737652914749435e-05,6.676859099217141e-05,7.560199342607627e-05,-1.8504542205897626e-05,0.014438037652503793,-0.07062913555750495,5.624586038117916e-05,1.5924664812203157e-05,-1.0042822841207373e-05,-0.00011143892365600457,0.0002148654848222001,-0.00015781927869326702,7.766309840098118e-05,-2.438145957158252e-05,2.399309711065325e-05,0.00022870229212053168,-7.752657206014559e-06,-7.575754511367155e-06,0.00010557345009292082
california-midterm,-2.5986781765397506e-05,-2.1464250528814897e-05,0.0,-7.642133305188209e-05,-1.652870555870579e-05,-1.2103599675825882e-06,-0.005521745881015011,0.0,-3.983029102399598e-05,1.7356120919265734e-05,-3.539979168797864e-05,-6.320751772066306e-05,-8.118078223971356e-05,-8.017850741189609e-06,-8.699239528703471e-06,0.0036721459123884976,6.887041319196337e-05,0.9999999999999999,-2.474820824865833e-05,0.0,-3.469286818524316e-05,-5.772223623025132e-05,-3.957865838669854e-05,-4.481486619232264e-05,-0.0023882092893902462,1.6432129384922147e-05,-3.780270244885875e-05,-3.3341061427425664e-05,-9.439720969983439e-06,5.953120300485044e-06,6.605805251872796e-05,-0.0001273665880393885,9.355110277777678e-05,-4.6036634818688764e-05,1.4452685686684478e-05,-1.4222474670652683e-05,-0.00013556868218403417,4.595570560744934e-06,4.4907073126955025e-06,-6.25811546093987e-05
celebrities,-1.5753415048716336e-05,-1.3011816943808537e-05,0.0,-4.632728242423448e-05,0.004753487162355304,-7.337308289965713e-07,-2.126203699849771e-05,0.0,-2.414547178934056e-05,1.0521432740124262e-05,-2.1459664229811825e-05,-3.8316951665734536e-05,-4.921250226931147e-05,-4.860491447725035e-06,-0.011593078921799171,-2.6500249686924084e-05,4.1749848572409845e-05,-2.474820824865833e-05,1.0,0.0,-2.1031121001688875e-05,-3.4991725912210426e-05,-2.3992929877422204e-05,-2.716716497848189e-05,6.649506556337791e-06,9.961300967232563e-06,-2.291632981014073e-05,-2.0211643887754316e-05,-5.722441652326237e-06,3.608833743828507e-06,4.004497086373132e-05,-7.721074286293808e-05,5.6711499085503915e-05,-2.7907811836504745e-05,8.761344834710184e-06,-8.621788897499909e-06,-8.218292427792528e-05,0.0028604429503340583,0.0017934559451396835,-3.7937244853555853e-05
champions-league,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
claude-5,-2.2083665462212866e-05,-1.8240401306891538e-05,0.0,-6.494313795875029e-05,-0.030785116614373498,-1.0285684797082749e-06,-2.9805836427719197e-05,0.0,-3.384793200548272e-05,1.4749297222065262e-05,-3.0082876907454962e-05,-5.371398769733972e-05,-8.978560298296709e-05,-6.813599894471362e-06,-7.392646664056478e-06,-3.714893862323616e-05,5.852633769376046e-05,-3.469286818524316e-05,-2.1031121001688875e-05,0.0,1.0,-4.90525747338604e-05,0.0849541382086638,-3.808384284209105e-05,9.321501263366096e-06,1.396408572036603e-05,-3.2124879563184337e-05,-2.8333360143069217e-05,-8.021910594381485e-06,5.05898415429265e-06,5.6136382953405355e-05,0.01746412919529731,7.950008108031436e-05,-3.912210644319619e-05,1.228194697660689e-05,-0.004727270326451021,-0.0004711024821044397,3.905333249329643e-06,3.816220064399319e-06,-5.3181701955615824e-05
climate-science,-3.674295673200969e-05,-3.034850700579338e-05,0.0,-0.00010805284621532698,-0.0036854097460691996,-1.71133941557361e-06,-4.959115868237034e-05,0.0,0.013936353451260295,2.4539983662819496e-05,0.014025002618274829,-8.936970763499665e-05,-0.0011077429637731434,0.07052460305063685,-1.229993711765115e-05,-6.180866336746509e-05,9.737652914749435e-05,-5.772223623025132e-05,-3.4991725912210426e-05,0.0,-4.90525747338604e-05,1.0,-5.5960639749159775e-05,-6.336416353208571e-05,1.5509178862689403e-05,2.3233543285799817e-05,-0.0032325847928357716,-4.7141242362620216e-05,-1.3346910836959694e-05,8.417173145787944e-06,9.340010576947686e-05,-0.0001800848244958979,0.00013227278978317217,-6.509163375831036e-05,2.0434789103216948e-05,-2.0109291568443868e-05,-0.0001916818430489946,6.4977207180451575e-06,6.349453578980127e-06,-8.848408690275438e-05
colombia-election,-2.5193703979391224e-05,-2.080919364484415e-05,0.0,-7.408906805009804e-05,-1.602427413936434e-05,-1.1734215882162225e-06,-3.400338685183428e-05,0.0,-3.861473000122213e-05,1.6826438018298317e-05,-3.431944289102348e-05,-6.127851863699898e-05,-7.870326595369958e-05,-7.773157905741576e-06,-8.433751724647147e-06,-4.238061676961269e-05,6.676859099217141e-05,-3.957865838669854e-05,-2.3992929877422204e-05,0.0,0.0849541382086638,-5.5960639749159775e-05,1.0,-4.34471833764653e-05,1.0634246559957352e-05,1.593064532623451e-05,-3.664902040258392e-05,-3.232354200471922e-05,-9.151634777741285e-06,5.77143995582464e-06,6.404205936835029e-05,-0.00012347954990725777,9.069606277554643e-05,-4.4631665448230265e-05,1.4011611294723559e-05,-1.3788425975238363e-05,-0.0001314313283828246,4.455320607570724e-06,4.35365762931042e-06,-6.0671271192846956e-05
colorado-midterm,-2.852680001666874e-05,-0.04930227135015417,0.0,-8.389096059140207e-05,-1.8144265891185925e-05,-1.3286638205189806e-06,-3.8501993093400716e-05,0.0,-4.372341126749694e-05,-0.015350526933783498,-3.885986295768718e-05,-0.0002551482241488966,-8.911561120018038e-05,-8.801537132310036e-06,-9.549526700639718e-06,-4.798752022167033e-05,7.560199342607627e-05,-4.481486619232264e-05,-2.716716497848189e-05,0.0,-3.808384284209105e-05,-6.336416353208571e-05,-4.34471833764653e-05,1.0,-0.0009095319518902396,1.8038250101285597e-05,-4.1497640707635824e-05,-0.013502360274803844,-1.0362384798351047e-05,6.534994360603533e-06,7.251474502324042e-05,0.0215686238688853,0.0001026950402852111,-5.053637987070235e-05,1.5865330228649586e-05,0.20537131783080825,0.2661040394793932,5.04475404197251e-06,-0.0013742194877108956,-6.869800571965018e-05
comex-gold-futures,6.982294394443503e-06,5.7671518351619e-06,0.0,2.05333715502454e-05,4.441038109752588e-06,3.252072416355682e-07,0.005715616285818835,0.0,1.070185682307949e-05,-4.663353350095737e-06,9.511441982267214e-06,1.6982999305259812e-05,2.1812170736880035e-05,2.154287313877118e-06,2.3373672025079962e-06,-0.0026644068936980485,-1.8504542205897626e-05,-0.0023882092893902462,6.649506556337791e-06,0.0,9.321501263366096e-06,1.5509178862689403e-05,1.0634246559957352e-05,-0.0009095319518902396,1.0,-4.41508940694956e-06,1.0157071382918068e-05,8.958289195297044e-06,2.536324482533209e-06,-1.5995223602051329e-06,-1.7748899189338213e-05,0.0006881567203862023,-2.5135907416941062e-05,1.2369416887996243e-05,-3.883239839615905e-06,3.821385274426012e-06,5.4215250788113375e-05,-1.234767231096223e-06,-1.2065919042837485e-06,1.681470406654358e-05
comex-silver-futures,1.0459834171992741e-05,8.639488459338513e-06,0.0,3.076004093703097e-05,6.6529022632570945e-06,4.871770834742033e-07,1.4117407589103528e-05,0.0,1.6031928958896917e-05,-6.985941865502618e-06,-0.013442258164885326,2.5441401699913356e-05,-0.0013701892121987871,3.2272325956230774e-06,0.03232157101177869,1.7595436696388252e-05,0.014438037652503793,1.6432129384922147e-05,9.961300967232563e-06,0.0,1.396408572036603e-05,2.3233543285799817e-05,1.593064532623451e-05,1.8038250101285597e-05,-4.41508940694956e-06,1.0,1.521581250182902e-05,1.3419975462812718e-05,0.03326244689130194,-2.396166316827276e-06,-2.6588758904756657e-05,5.126580897825771e-05,-3.765487510137058e-05,1.8530019237750726e-05,-5.817291921231653e-06,5.724630618497244e-06,5.4567200639240825e-05,-1.849744474904139e-06,-1.8075363940715789e-06,2.5189286823417748e-05
commodities,-0.011858838701539916,-1.9875452772322512e-05,0.0,-7.076457637463227e-05,-1.530524004454078e-05,-1.120768337142984e-06,-3.247760201607318e-05,0.0,-3.688202702873244e-05,1.6071409583040728e-05,0.002435832044806454,-5.852885623126007e-05,-7.517172804424384e-05,-7.4243642249750224e-06,-8.055316172150145e-06,-4.047893260270601e-05,-0.07062913555750495,-3.780270244885875e-05,-2.291632981014073e-05,0.0,-3.2124879563184337e-05,-0.0032325847928357716,-3.664902040258392e-05,-4.1497640707635824e-05,1.0157071382918068e-05,1.521581250182902e-05,1.0,-3.087313441903216e-05,-8.740986696502966e-06,5.51246647169861e-06,6.116839259330332e-05,-0.00011793883051962442,8.662638942656156e-05,-4.262897322723476e-05,1.3382888510983965e-05,-1.31697178637874e-05,-0.00012553380033174087,4.255403444874345e-06,4.158302242511191e-06,-5.794885692406103e-05
congress,-2.122317597919332e-05,-1.752966451740804e-05,0.0,-0.06824543726036363,-1.3498848374052658e-05,-9.884903341283844e-07,-2.8644452742452868e-05,0.0,-3.252904816518206e-05,0.003168208515979099,-2.891069834669081e-05,-5.162102348432326e-05,-6.629963044889968e-05,-6.548108141722426e-06,-7.104592368132854e-06,-3.5701431141048104e-05,5.624586038117916e-05,-3.3341061427425664e-05,-2.0211643887754316e-05,0.0,-2.8333360143069217e-05,-4.7141242362620216e-05,-3.232354200471922e-05,-0.013502360274803844,8.958289195297044e-06,1.3419975462812718e-05,-3.087313441903216e-05,0.9999999999999999,-7.709337044850383e-06,4.861860960818697e-06,5.3949030168659307e-05,-0.00010401917160164295,7.640236237116742e-05,-0.014784279221239573,1.1803381213941474e-05,0.027640940768720756,-0.00011071774970958993,3.753162035068432e-06,3.6675211432015364e-06,-5.1109478243469865e-05
connecticut-primary,-6.008832675482704e-06,-4.963103592305647e-06,0.0,-1.7670637606905708e-05,-3.821874787775794e-06,-2.798673028454203e-07,-8.109988994056844e-06,0.0,-9.209818912538281e-06,4.013195148242132e-06,-0.013937295738042215,-1.4615253294729637e-05,-1.8771148399487245e-05,-1.8539395895860573e-06,0.003948417514248351,-1.0108002978072516e-05,1.5924664812203157e-05,-9.439720969983439e-06,-5.722441652326237e-06,0.0,-8.021910594381485e-06,-1.3346910836959694e-05,-9.151634777741285e-06,-1.0362384798351047e-05,2.536324482533209e-06,0.03326244689130194,-8.740986696502966e-06,-7.709337044850383e-06,1.0,1.3765191898547095e-06,1.52743724881676e-05,-2.9450530769258915e-05,2.163149436022433e-05,-1.0644890085474179e-05,3.3418439723185074e-06,-3.2886130840969393e-06,-3.134707231675694e-05,1.0626177106956837e-06,1.0383705485412053e-06,-1.4470421542812582e-05
crypto-prices,3.789445037240748e-06,3.129960392125481e-06,0.0,1.1143913235858036e-05,2.410249249672527e-06,1.7649713665343712e-07,5.114530426350222e-06,0.0,5.808133535554309e-06,-2.5309046297850356e-06,5.162069168179946e-06,0.0028695486165652676,1.1837945735444202e-05,1.1691791994418014e-06,1.2685406895477477e-06,6.374569536268722e-06,-1.0042822841207373e-05,5.953120300485044e-06,3.608833743828507e-06,0.0,5.05898415429265e-06,8.417173145787944e-06,5.77143995582464e-06,6.534994360603533e-06,-1.5995223602051329e-06,-2.396166316827276e-06,5.51246647169861e-06,4.861860960818697e-06,1.3765191898547095e-06,1.0,-9.632718723955265e-06,1.8572853280306727e-05,-1.3641810877162139e-05,6.713155130938205e-06,0.07521732979401138,2.073950000602041e-06,1.9768899225206054e-05,-6.701353869793789e-07,-0.03627374877889886,9.125710443883344e-06
delaware-midterm,4.204910142106389e-05,3.473121279738454e-05,0.0,0.00012365703507428278,2.6745028402184757e-05,1.958478333036622e-06,5.6752745192293385e-05,0.0,0.03270532252047168,-2.8083865689834188e-05,5.728025287665228e-05,0.00010227581649794282,0.000131358279630626,1.2973650298018431e-05,1.407620260680222e-05,7.073461108737557e-05,-0.00011143892365600457,6.605805251872796e-05,4.004497086373132e-05,0.0,5.6136382953405355e-05,9.340010576947686e-05,6.404205936835029e-05,7.251474502324042e-05,-1.7748899189338213e-05,-2.6588758904756657e-05,6.116839259330332e-05,5.3949030168659307e-05,1.52743724881676e-05,-9.632718723955265e-06,1.0,0.00020609133622133952,-0.00015137464285759202,7.449168365869526e-05,-2.3385829447164205e-05,2.3013325977947538e-05,0.00021936310998951932,-7.436073244502985e-06,-7.266394467331634e-06,0.00010126230100265402
democratic-primary,-8.10749087191828e-05,-6.696528135186274e-05,0.0,-0.00023842323598644973,-5.156711233103598e-05,-3.7761437632002913e-06,-0.00010942501695704582,0.0,-0.00012426460645191276,5.414852566016056e-05,-0.00011044210497825483,-0.00019719809000714965,-0.0002532720122581995,-2.5014506329966566e-05,-2.7140338387532683e-05,-0.0001363834646493346,0.0002148654848222001,-0.0001273665880393885,-7.721074286293808e-05,0.0,0.01746412919529731,-0.0001800848244958979,-0.00012347954990725777,0.0215686238688853,0.0006881567203862023,5.126580897825771e-05,-0.00011793883051962442,-0.00010401917160164295,-2.9450530769258915e-05,1.8572853280306727e-05,0.00020609133622133952,0.9999999999999998,0.0002918655794611225,-0.00014362747951474308,4.5090237928396335e-05,-0.002061090961646287,-0.01741955489445109,1.4337499236672488e-05,1.4010341440051935e-05,-0.00019524392990647962
