label,felix::94195159380649683762164114216519545499991614727769221572315275622082093227806,claude-5::11966409881281293602137861492007400834690026843003461391578987664208256196909,colombia-election::36553834009124167357981460132800746681781045509640776189348736916365216865880,economic-policy::9556122149160720922715284597610520228366807023831966638741974320131898296289,bernie-sanders::82924591030419390649945107956366329459342453014204495918712243498287775914589,best-of-2025::63415064977569429650854303533694905713854849186055984415925532647266316927744,colorado-midterm::94387913280398317052582281843978069916338462525042652614881277797162415545237,comex-gold-futures::13516120433742364095801101793558742894298506681439248699088928599069619128824,celebrities::19492530427143824685987034788783271266048069021010222880965233900093546828095,california-midterm::46795587673242136909437201632973334679982713622973285707845177101454063819719,2026-fifa-world-cup::113379015922744700109400673843380371641970914885846970213129353605968934558386,airdrops::92206458231325096769152348269441704588222763710040504959674288895806154976594,acquisitions::100075392620587674415757008337155597840247947392028754376271407831307492671931,abraham-accords::70026524713009669538763377800911903794570186848119999786864842995489783143838,extended::30168634295384984099987626703440157654602987915064535215384295190163901851184,congress::35772478648141184011258957985537045975935629101627518451751092071575033100741,business::391670908629060088409431896998377161667071768186645889213963384874929102170,epstein::57692461228141098196519006129212454078633070644580607609751365664388305515775,big-tech::101572915378052466010537773686792142702472736962773444087157973880663103257016,base::22056280440419108399189383402666130126211471357531451866320292446775191982898
2026-fifa-world-cup::113379015922744700109400673843380371641970914885846970213129353605968934558386,0.0004601053244600434,2.9215811624267615e-05,0.00032148403364372325,-0.0006577241207925028,-0.0007361113487850164,0.0002057328824706479,0.0004427682719272565,0.0003978364651525544,-0.000593575314199114,-0.0005083884087442849,1.0,0.0005092322740979747,-0.0007518188767166808,0.0008746468621521181,0.0006560969303316173,-0.000272822469244175,-0.0004356476988339432,-0.00038836372738412057,7.927262888307724e-05,0.0012489827451434934
airdrops::92206458231325096769152348269441704588222763710040504959674288895806154976594,-0.00046086904553566105,-2.9264306457715443e-05,-0.00032201765957440233,0.00457882501256409,0.027405026841756466,-0.00020607437501580334,-0.0004435032155215071,-0.0003984968271977971,0.0005945605798618213,0.0005092322740979747,0.0005092322740979747,0.9999999999999998,0.000753066808202522,-0.0008760986737414162,-0.0006571859745714884,0.00027327532266401493,0.00043637082310888655,0.0003890083657915589,-7.940421218407748e-05,-0.0012510559105576916
acquisitions::100075392620587674415757008337155597840247947392028754376271407831307492671931,0.00068041651276299,-0.021408639803987762,0.0004754195038658841,-0.0009726606688477829,-0.0010885818753203027,0.00030424349167363344,0.0006547779987123619,0.000588331596872371,-0.0008777956347788974,-0.0007518188767166815,-0.0007518188767166808,0.000753066808202522,1.0,0.0012934520341468339,0.0009702543344714167,-0.00040345743302222606,-0.0006442478977648979,-0.0005743230495766404,0.00011723056186207783,0.0018470303184363512
abraham-accords::70026524713009669538763377800911903794570186848119999786864842995489783143838,-0.0007915791772130524,-5.0263769832019485e-05,-0.0005530908974754526,0.0011315685576581947,0.0012664283259322371,-0.000353949100725796,-0.0007617519853732367,-0.0006844499400661891,0.0010212050020919146,0.0008746468621521206,0.0008746468621521181,-0.0008760986737414162,0.0012934520341468336,1.0,-0.0011287690897587303,-0.1860181466269613,0.0007495015351157677,0.0006681527542479526,-0.000136383038862754,-0.0021487878561593484
extended::30168634295384984099987626703440157654602987915064535215384295190163901851184,-0.0005937855502116663,-3.7704251304967535e-05,-0.00041488886055692886,0.0008488210376843517,0.0009499830995616688,-0.0002655070617968363,-0.0005714113442854418,-0.0005134249307636381,0.0007660342660616066,0.0006560969303316185,0.0006560969303316173,-0.0006571859745714883,0.0009702543344714167,-0.0011287690897587303,0.9999999999999998,0.0003520890357015084,0.0005622219409309005,0.0005011999585478987,-0.00010230470949950713,-0.001611865516662446
congress::35772478648141184011258957985537045975935629101627518451751092071575033100741,0.00024691174812903154,1.5678425650954616e-05,0.00017252176952243736,-0.00035296225411450804,-0.0003950281170065314,0.00011040486375171407,0.00023760796110309913,0.0002134956755729115,-0.000318537323268608,-0.0002728224692441741,-0.000272822469244175,0.0002732753226640149,-0.0004034574330222261,-0.18601814662696128,0.0003520890357015084,1.0,-0.00023378676396259502,-0.0002084122085543149,4.2541006016988324e-05,0.0006702563447799129
business::391670908629060088409431896998377161667071768186645889213963384874929102170,0.0003942730053923956,2.5035584770935068e-05,0.0002754857842150236,-0.0005636163113918621,-0.0006307878182664301,0.00017629642077046886,0.0003794165552637979,0.00034091363527354154,-0.0005086459786803521,-0.0004356476988339423,-0.00043564769883394313,0.00043637082310888655,-0.0006442478977648979,0.0007495015351157676,0.0005622219409309005,-0.00023378676396259502,1.0,-0.00033279626607414146,6.79302237412065e-05,0.0010702770744695634
epstein::57692461228141098196519006129212454078633070644580607609751365664388305515775,0.00035147972637288055,2.2318293072372443e-05,0.0002455853348599135,-0.0005024429879751833,-0.0005623238891107522,0.0001571617049238612,0.00033823575340324066,0.00030391183165957424,-0.00045343898000145164,-0.0003883637273841196,-0.0003883637273841205,0.0003890083657915589,-0.0005743230495766404,0.0006681527542479525,0.0005011999585478987,-0.0002084122085543149,-0.0003327962660741415,0.9999999999999999,6.055726901527004e-05,0.0009541122220714795
big-tech::101572915378052466010537773686792142702472736962773444087157973880663103257016,-7.174388323120826e-05,-4.555599916466899e-06,-5.0128767793553825e-05,0.0001025584361056101,0.00011478129863935451,-3.207977632972514e-05,-6.904052944163579e-05,-6.203434601526906e-05,9.255576009863144e-05,7.927262888307708e-05,7.927262888307724e-05,-7.940421218407748e-05,0.00011723056186207783,-0.00013638303886275398,-0.00010230470949950715,4.254100601698832e-05,6.79302237412065e-05,6.055726901527004e-05,1.0,-0.0001947529564682779
base::22056280440419108399189383402666130126211471357531451866320292446775191982898,-0.0011303633232289207,-7.177591773620849e-05,-0.0007898055973619177,0.001615863115297203,0.0018084408639601115,-0.0005054340655585637,-0.0010877705357210793,-0.0009773843616768256,0.0014582655950181786,0.0012489827451434908,0.0012489827451434932,-0.0012510559105576916,0.001847030318436351,-0.0021487878561593484,-0.001611865516662446,0.0006702563447799128,0.0010702770744695634,0.0009541122220714795,-0.00019475295646827787,0.9999999999999999
