label,tennis::54935126197359005865759470122412489520668573958432708236792605627229004170180,nba-champion::106572879185916710503631021854572801471104977091252507745096331167318654083650,colombia-election::75712298340810272859765060308006832993211601931382911468417184675550881103879,serie-a::11843131838379676792721059608342146205696413823676149302931627463939711085828,hockey::98172226514205997050085374629597456423241301134276774374326279252701443562413,ligue-1::19730444129256957174015889379846911816814301308831812906398054285035177752584,airdrops::57301498276970257025109591078431189727442302532145853906375186182281603517458,roland-garros::103950812176015306889097643332505690876545410954871160290129574415932884036868,ligue-1::49662274238485451283220527378586398370959042852997899886824914466317758572224,primaries::7345183309756257693783741573478340128830660331823026035095352170224920670792,la-liga::88657857917663921842097927058013051966750383205171131721194307619909198186324,league-of-legends::38980554868563368105197970502286544690071489173012608306074305645705239965852,new-mexico-primary::50252300898375978140712321807178556639478099096013757990329224333771594910605,middle-east::56988329823452841666931131821080687228531160724161634353621608700010586706540,nba-champion::82402823484466457361170410951601106261368113664328436062375970009969959380598,la-liga::2317130722330994677503722994963086323403276367952762140016618274858179343506,stanley-cup::96156230578747105661476819749931380321917772151891667564189808442987244872145,nba::24315108267836543154857233535536136482524552716493402526894829400485516895736,epstein::108548893345759572446077602443398325305734327289834850738242401844282632332811,comex-gold-futures::13516120433742364095801101793558742894298506681439248699088928599069619128824
la-liga::88657857917663921842097927058013051966750383205171131721194307619909198186324,-0.001177255335719266,-0.0011728852316633036,-0.0010189546640576254,-0.0016146204773339469,0.0029065636205817596,-0.0008473061067881276,-0.001932836008103806,0.001938324818652896,0.0018589508023277527,0.0016432136012199021,1.0,0.002312994549649465,-0.0015096691258697074,0.1637824839449059,-0.0007958908299069899,0.0013400235278994072,0.000436436834015186,0.0003106506396568994,-0.0005803619469981644,2.174708020421428e-06
league-of-legends::38980554868563368105197970502286544690071489173012608306074305645705239965852,0.0011884194613069323,0.001184007914762648,0.0010286175957025408,0.0016299322157805108,0.01304408227462677,0.09708034339475473,-0.0393229636598835,-0.0019567063040015495,-0.0018765795695023949,-0.0016587964934394444,0.0023129945496494645,1.0,0.0015239855916402286,0.0005194630920333415,0.0008034384068085725,-0.001352731213736108,-0.0004405756435650002,-0.0003135965959416519,0.0005858656244638824,-2.1953311704861967e-06
new-mexico-primary::50252300898375978140712321807178556639478099096013757990329224333771594910605,-0.0007756698646737746,-0.0007727904909993869,-0.0006713687357342929,-0.0010638409605405914,0.0019150763150841436,-0.0005582729534099523,-0.001273506774064836,0.0012771232409490296,0.0012248252979000557,0.0010826803948266407,-0.0015096691258697072,0.0015239855916402284,1.0,-0.0003390485257262516,-0.0005243964614964747,0.0008829145530356428,0.00028755945265891453,0.0002046814589090605,-0.0003823888150949324,1.4328713786220464e-06
middle-east::56988329823452841666931131821080687228531160724161634353621608700010586706540,-0.00026439348804265206,-0.00026341202971376376,-0.00022884158568958497,-0.0003626189891987866,0.0006527695993783203,-0.000190291952999884,-0.0004340853156420612,0.00043531801828712813,0.000417491831903084,-0.002137065176430732,0.1637824839449059,0.0005194630920333414,-0.0003390485257262516,0.9999999999999998,-0.0001787448705778744,0.0003009487269676064,9.801701751052914e-05,6.976736795284415e-05,-0.00013034038992086442,0.002762567373511199
nba-champion::82402823484466457361170410951601106261368113664328436062375970009969959380598,-0.00040892969310305335,-0.00040741170014415955,-0.0003539426031179748,0.3903104846354307,0.0010096196919105968,-0.00029431901109331114,-0.0006713870913394589,0.0006732936765510318,0.000645722434228874,0.0005707842753068241,-0.00079589082990699,0.0008034384068085725,-0.0005243964614964747,-0.0001787448705778744,0.9999999999999998,0.0004654686144870881,0.00015160006090237892,0.0001079071522403073,-0.0002015936778317033,7.554034000833323e-07
la-liga::2317130722330994677503722994963086323403276367952762140016618274858179343506,0.00068850574654669,0.0006859499358705771,0.0005959252172304684,0.0009442942778910143,-0.0016998740160743791,0.0004955383134885589,0.0011303993775477693,-0.0011336094522784495,-0.0010871883703701983,-0.0009610166740525825,0.001340023527899407,-0.001352731213736108,0.0008829145530356429,0.0003009487269676064,0.00046546861448708814,1.0,-0.00025524562013602036,-0.00018168085043463215,0.0003394187509382854,-1.2718557509892937e-06
stanley-cup::96156230578747105661476819749931380321917772151891667564189808442987244872145,0.00022424178528800934,0.00022340937459028738,0.033423006747385575,0.00030755042463131304,-0.000553637767064553,0.00016139356374674898,0.00036816362939764784,-0.00036920912958719293,-0.00035409008906454653,-0.0003129967988821687,0.000436436834015186,-0.00044057564356500014,0.0002875594526589146,9.801701751052914e-05,0.00015160006090237892,-0.0002552456201360203,1.0,-5.9172255944775656e-05,0.0001105464508500894,-4.142350382091838e-07
nba::24315108267836543154857233535536136482524552716493402526894829400485516895736,0.00015961268300078,0.00015902018279100624,0.00013815022353415069,0.0002189107992089197,0.16159099023113602,0.000114878053149587,0.09975058886627572,0.0356999943375584,-0.0002520371886398684,-0.0002227874647718948,0.00031065063965689943,-0.0003135965959416519,0.0002046814589090605,6.976736795284415e-05,0.0001079071522403073,-0.00018168085043463215,-5.917225594477566e-05,0.9999999999999998,7.868567222533571e-05,-2.948476607797679e-07
epstein::108548893345759572446077602443398325305734327289834850738242401844282632332811,0.0028442206951803544,-0.0002970837690806597,-0.0002580942141212425,-0.00040897227119223096,0.0007362125911080143,-0.00021461681413850625,-0.0004895740783503434,0.0004909643563431828,0.00047085946346844,0.0004162147129798208,-0.0005803619469981644,0.0005858656244638824,-0.00038238881509493236,-0.00013034038992086442,-0.0002015936778317033,0.0003394187509382854,0.0001105464508500894,7.868567222533571e-05,1.0,5.508385969177453e-07
comex-gold-futures::13516120433742364095801101793558742894298506681439248699088928599069619128824,1.1173676714991328e-06,1.1132198771725764e-06,9.671198471558798e-07,1.5324837937530802e-06,-2.758705037259208e-06,8.042031519073577e-07,1.8345115152246108e-06,-1.8397211067849243e-06,-1.7643848928794407e-06,-0.000521124621946385,2.1747080204214285e-06,-2.195331170486197e-06,1.4328713786220464e-06,0.0027625673735111995,7.554034000833323e-07,-1.2718557509892935e-06,-4.142350382091838e-07,-2.948476607797679e-07,5.508385969177452e-07,1.0
