trial_number,lr_w,lr_theta,rolling_window,mc_samples,turnover_lambda,copula_shrinkage,copula_temperature,mlp_hidden_dim,concentration_penalty_lambda,max_weight,walkforward_mean_log_wealth_per_step,walkforward_mean_turnover_per_step,selection_score
67,0.02505750376848411,0.0005307840914516164,24,1024,0.031230758875608444,0.08902288391254842,0.1,8,19.503198880074848,0.06982514053583146,4.3478250120443406e-05,0.07920297926511474,-0.0039166707131352944
68,0.024951027624725546,0.0009800126523262264,96,1024,0.009603293193504215,0.06214086329564453,0.1,8,32.50757464412285,0.07918764423578978,4.557924363009558e-05,0.12824551609817994,-0.006366696561278902
69,0.022305660336815115,0.0005488300883976894,48,1024,0.029374121408909562,0.09402551474049688,0.1,8,5.144291363925392,0.08163978256285191,5.166059181369295e-05,0.07086160266090057,-0.0034914195412313357
71,0.037535832491697986,0.0006434729137922051,96,1024,0.044726814189925794,0.08318140408955516,0.1,16,12.207528233367645,0.06661814890801906,3.688720621579965e-05,0.09482977836944297,-0.004704601712256349
70,0.01463395201438059,0.0007221846847514157,24,1024,0.012950377352535725,0.07317189420573414,0.1,16,2.7470712145192393,0.09420454796403646,4.632424798622226e-05,0.07082093850088848,-0.003494722677058202
72,0.04784274007227018,0.0008301957456402578,24,1024,0.03491574330255389,0.07755411765538156,0.1,8,16.896766924432033,0.07285521008074283,3.3385118031131174e-05,0.1393741370204558,-0.00693532173299166
73,0.011485833062210493,0.000651307033736009,48,1024,0.004207440419122577,0.06607962097041309,0.1,16,4.435249691752182,0.08546290885657072,4.498990913729454e-05,0.08358391201652017,-0.004134205691688714
75,0.032600056432163294,0.0005436293233035242,96,1024,0.020104734040796757,0.05524404561147094,0.1,16,47.34392113766227,0.06044180985540151,3.652914038678774e-05,0.11889668126675262,-0.005908304922950844
74,0.017065318896132217,0.0008500975277004363,24,1024,0.03781864852644504,0.08859339775517583,0.1,16,7.902998043421037,0.09787127397954465,3.7993624132034155e-05,0.056460879416609835,-0.0027850503466984576
76,0.02834368111302353,0.0007645184838727929,96,1024,0.04323342363350094,0.06493943897075952,0.1,16,6.164281254651932,0.06875289000570774,4.4218544010419146e-05,0.07686670516800054,-0.0037991167143896078
77,0.016050320993760647,0.0006046869919914632,96,1024,0.023844088148325684,0.07875762344338,0.1,16,27.136608705695416,0.09136179875582456,4.9169311976208176e-05,0.06123564015160549,-0.0030126126956040666
79,0.04265810054646738,0.000584157013901443,96,1024,0.001844429085031152,0.09291356187313796,0.1,8,2.314183532140444,0.07633947785943747,4.986408455204474e-05,0.2512474703610251,-0.012512509433499212
78,0.010534822961223853,0.0009259417459952662,96,1024,0.03403282854706049,0.05097042061388493,0.1,16,14.486777094187055,0.08377017579972744,4.7213631389739344e-05,0.04324246485877183,-0.0021149096115488522
80,0.036090753635120675,0.0009147848838562331,24,1024,0.01849751649424434,0.09985930304974318,0.1,8,3.563551132143933,0.06258563172072172,4.3816997008245584e-05,0.12218811921776121,-0.006065588963879816
81,0.012446933096039146,0.0005081671107778992,96,1024,0.04882437433116138,0.056255957856774334,0.1,16,21.015511611522044,0.09503897525370122,4.9825332253448385e-05,0.04468749609284274,-0.0021845494723886885
82,0.018500234986477435,0.000771848767919889,24,1024,0.008948121825233102,0.08589862943626941,0.1,8,37.47249095328687,0.08760375734418631,4.874227920189857e-05,0.10405819429227416,-0.005154167435411809
83,0.02459989437717401,0.0006970828022869898,24,1024,0.027074046619236472,0.07042033639736474,0.1,8,9.991761841223713,0.07001611970365047,3.945234658658305e-05,0.0793442618592876,-0.003927760746377797
85,0.01971697947841086,0.000678553089139412,48,1024,0.04068533633835614,0.05371168423444033,0.1,8,2.6183873114912606,0.06444256201386452,4.9085601315022564e-05,0.06030733929682654,-0.0029662813635263044
84,0.023079555538469514,0.0007926023093919346,24,1024,0.023242999240756037,0.08989305570721627,0.1,16,10.45705100408884,0.09700997937470675,4.767278263613181e-05,0.07663588741351242,-0.003784121588039489
87,0.03472526345436236,0.0005214704697614709,48,1024,0.03186835767701268,0.06787901618517936,0.1,8,27.8899549018289,0.08942078560590744,4.486122884668809e-05,0.10113963994745916,-0.00501212076852627
86,0.012937650609107964,0.0008910575682381097,48,1024,0.0008579121436923743,0.07593553219921888,0.1,16,4.911049168677929,0.07202672008424997,5.2219258058823316e-05,0.12888293288475758,-0.006391927386179056
89,0.010154224270412876,0.0005740914726860298,48,1024,0.0163337130099535,0.08129426394589245,0.1,8,6.780253824799823,0.06826553631573916,4.6478040037021175e-05,0.05470241175255371,-0.002688642547590665
88,0.04426135098785723,0.0009419508438936983,24,1024,0.04783852477557957,0.0748980472330004,0.1,16,45.19830140673438,0.09067739203572274,3.4011066867332286e-05,0.11717999735583824,-0.00582498880092458
90,0.015085133755950286,0.0007518436207915773,96,1024,0.026473625469952824,0.06092588473111391,0.1,16,3.799158372489771,0.07569359928369522,4.781157967923555e-05,0.057161914538712985,-0.002810284147256414
