label,grooming-gangs::65075454639388714811293775905500639483433054272204316386263594369997153544149,league-of-legends::89958419168244050451443228284990944744088214601708643333969277675829695680590,west-virginia-primary::85804162766623143925505734230172858069182216823432975004068744981960196178654,roland-garros::104812555872482040859204311862207595317318459151981099582262357665296846969541,basketball::19063193541024384703688685779087142926481547676681055667364352656903314720497,natural-disasters::52742072726655342667303322232600981394438522628089364540756474997538505603610,nba-champion::82402823484466457361170410951601106261368113664328436062375970009969959380598,new-mexico-primary::31317702573839002987249831884538721320741670016050389364356636973937868446333,primaries::7345183309756257693783741573478340128830660331823026035095352170224920670792,economic-policy::9556122149160720922715284597610520228366807023831966638741974320131898296289,airdrops::57301498276970257025109591078431189727442302532145853906375186182281603517458,taylor-swift::332462812953361158016354695716232633373752944798478737086328444144960550554,uefa-europa-league::81085168149210534701056807267483472863288984314426354863145129521956049193057,serie-a::91681655108670616412919019847395705594860242172439222709398777917282123641489,la-liga::2317130722330994677503722994963086323403276367952762140016618274858179343506,usdptai::99804639596039576605430305696643768871601282444072106847249567969182778209050,roland-garros::103950812176015306889097643332505690876545410954871160290129574415932884036868,economic-policy::18690049947242812495755151360212639738977254879109748949267393375856311641700,ufc::51613719567621754724891717390585755097347351696566637940067208667324364080624,ligue-1::49662274238485451283220527378586398370959042852997899886824914466317758572224
airdrops::57301498276970257025109591078431189727442302532145853906375186182281603517458,-0.0010097177669063356,-0.0008247831254960297,-0.0010279924385072903,0.0015750051556233993,-5.7067149075008774e-05,0.001477980041697668,-0.0007509154792678573,0.0011201150757669672,0.0011448688457155645,0.0014577737257073875,0.9999999999999999,-0.0007224828790697335,-0.001046154664952995,0.000804649413522222,0.0008046494135222219,-0.0008712672005872292,0.001163794149608023,0.0011227792743396408,0.0009720325899821847,0.0011161546469571479
taylor-swift::332462812953361158016354695716232633373752944798478737086328444144960550554,-0.0006706638198290904,-0.0005478285315019825,-0.0006828020246460338,0.0010461328982625368,-0.054772733027130226,0.0009816879259568862,-0.000498764962052301,0.0007439907268975606,0.0007604324083782858,-0.12359067133544603,-0.0007224828790697335,1.0,-0.0006948655423575189,0.0005344555349852679,0.0005344555349852683,-0.0005787036813543917,0.0007730027691423974,0.0007457603120728326,0.0006456329789988654,0.0007413601736867454
uefa-europa-league::81085168149210534701056807267483472863288984314426354863145129521956049193057,-0.000971120706185858,-0.000793255301167947,-0.0009886968176222415,0.0015147996490758498,-5.4885723442833004e-05,0.0014214833776963773,-0.0007222112895435868,0.001077298012414951,0.0011011055548204702,0.0014020494601235196,-0.0010461546649529953,-0.0006948655423575189,0.9999999999999999,0.0007738912122799578,0.0007738912122799593,-0.0008379624949090776,0.0011193074277430007,0.0010798603704164655,0.0009348760675088088,0.001073488973346171
serie-a::91681655108670616412919019847395705594860242172439222709398777917282123641489,0.0007469370761988135,0.0006101319759319409,0.0007604557347997574,-0.0011651075028063227,4.2215330733150375e-05,-0.0010933333325492236,0.0005554885047484754,-0.0008286033059149051,-0.0008469148669830578,-0.0010783857431522794,0.0008046494135222219,0.0005344555349852678,0.0007738912122799578,0.9999999999999998,-0.0005952380952381017,0.0006445184948943554,-0.0008609148297636651,-0.0008305741424768685,-0.0007190595278478531,-0.0008256735851427648
la-liga::2317130722330994677503722994963086323403276367952762140016618274858179343506,0.0007469370761988221,0.0006101319759319417,0.0007604557347997561,-0.0011651075028063227,4.221533073315036e-05,-0.0010933333325492223,0.0005554885047484757,-0.0008286033059149054,-0.000846914866983053,-0.0010783857431522798,0.0008046494135222219,0.0005344555349852682,0.0007738912122799593,-0.0005952380952381017,1.0,0.0006445184948943495,-0.0008609148297636645,-0.0008305741424768682,-0.0007190595278478681,-0.0008256735851427643
usdptai::99804639596039576605430305696643768871601282444072106847249567969182778209050,-0.0018623989177876511,-0.0006606454559284811,-0.000847937398439714,0.0012615680012860596,-4.5710383195003365e-05,0.001183851570572917,-0.0006014779932194884,0.0008972042613958329,0.07582313529283574,0.0011676664542346065,-0.0008712672005872293,-0.0005787036813543917,-0.0008379624949090775,0.0006445184948943555,0.0006445184948943495,0.9999999999999999,0.0009321908909233295,0.00089933826562837,0.0007785912365749391,0.0008940319859020084
roland-garros::103950812176015306889097643332505690876545410954871160290129574415932884036868,0.0010803226657437961,0.0008824563992039239,0.0010998752007061385,-0.00168513799009059,6.105759117619987e-05,-0.0015813283581758261,0.0008034235297220314,-0.0011984395484096163,-0.0012249242351354995,-0.0015597091078556457,0.001163794149608023,0.0007730027691423974,0.0011193074277430007,-0.0008609148297636651,-0.0008609148297636646,0.0009321908909233296,1.0,-0.0012012900420806443,-0.0010400023384918955,-0.0011942021851091454
economic-policy::18690049947242812495755151360212639738977254879109748949267393375856311641700,0.0010422495242006584,0.0008513565357484073,0.0010611129813025222,-0.0016257497172616972,5.890577636675051e-05,-0.0015255985838073976,0.00077510897265853,0.022962228580941754,-0.0011817549901842084,-0.001504741247315015,0.0011227792743396406,0.0007457603120728327,0.0010798603704164655,-0.0008305741424768686,-0.0008305741424768682,0.00089933826562837,-0.0012012900420806441,1.0,-0.0010033501812298658,-0.0011521156583088707
ufc::51613719567621754724891717390585755097347351696566637940067208667324364080624,0.000902314931857218,0.000737051633704674,0.0009186457419120403,-0.0014074731734446478,5.0996964118666193e-05,-0.0013207685398037223,0.0006710412272749127,-0.0010009693712328951,0.0059468816584251636,-0.0013027115527590092,0.0009720325899821847,0.0006456329789988654,0.0009348760675088088,-0.0007190595278478531,-0.0007190595278478681,0.0007785912365749391,-0.0010400023384918955,-0.001003350181229866,1.0,-0.0009974302099258574
ligue-1::49662274238485451283220527378586398370959042852997899886824914466317758572224,0.0010361000388163146,0.000846333358042977,0.0010548521976627512,-0.001616157461383633,5.8558220237041085e-05,-0.0015165972401025808,0.0007705356711717301,-0.0011493818485899317,-0.0011747823940147831,-0.0014958629661618423,0.001116154646957148,0.0007413601736867455,0.0010734889733461713,-0.0008256735851427648,-0.0008256735851427643,0.0008940319859020084,-0.0011942021851091456,-0.0011521156583088707,-0.0009974302099258574,1.0
