label,felix::94195159380649683762164114216519545499991614727769221572315275622082093227806,claude-5::11966409881281293602137861492007400834690026843003461391578987664208256196909,colombia-election::36553834009124167357981460132800746681781045509640776189348736916365216865880,economic-policy::9556122149160720922715284597610520228366807023831966638741974320131898296289,congress::109303663734739671465714636465895865472163062510173069449390862173969575719974,colorado-midterm::94387913280398317052582281843978069916338462525042652614881277797162415545237,fifa-world-cup::59293102456409671843831538939564589910493616612575646727452668236549896586814,big-tech::101572915378052466010537773686792142702472736962773444087157973880663103257016,airdrops::92206458231325096769152348269441704588222763710040504959674288895806154976594,2026-fifa-world-cup::113379015922744700109400673843380371641970914885846970213129353605968934558386,brazil::46016408901619903295207375832539898750164493226855442884509133805980187874445,acquisitions::100075392620587674415757008337155597840247947392028754376271407831307492671931,best-of-2025::63415064977569429650854303533694905713854849186055984415925532647266316927744,extended::30168634295384984099987626703440157654602987915064535215384295190163901851184,climate-science::65727333669531232905091448824819612789481034857852260350036556651884360807432,abraham-accords::70026524713009669538763377800911903794570186848119999786864842995489783143838,business::391670908629060088409431896998377161667071768186645889213963384874929102170,fdv::3783874556587832518151104525711027133710881159533628607061884012946071097261,epstein::108548893345759572446077602443398325305734327289834850738242401844282632332811,elon-musk::32431890167345181985795456212069136470689842825539004695200064630822423107335
brazil::46016408901619903295207375832539898750164493226855442884509133805980187874445,-0.27295026269299144,0.029318431023433438,-4.786309248479381e-05,0.00010055079936353521,0.00010117039859233169,-0.2767242886883864,-2.766556907863122e-05,-1.1802349382101051e-05,-8.032075247244953e-05,7.568866057859222e-05,1.0,9.487088561699977e-05,-3.0630034357151764e-05,-8.545924423999726e-05,7.568866057859958e-05,-0.00013021103276597418,4.9510118540414754e-05,-0.30130659246609004,-1.4968578983211158e-05,-5.5822368780699814e-05
acquisitions::100075392620587674415757008337155597840247947392028754376271407831307492671931,0.0005043380687800485,-0.022351941939585507,0.0003654370012539784,-0.0007677101642518082,-0.0007724408340100678,0.000503298825363614,0.00021122794364554433,9.011150224606358e-05,0.0006132527882798212,-0.0005778865450359495,9.487088561699978e-05,0.9999999999999998,0.00023386177788950065,0.0006524854187893775,-0.0005778865450359349,0.0009941674654495008,-0.00037801212399485664,0.00021026474365282039,0.00011428581674691855,0.00042620645660523365
best-of-2025::63415064977569429650854303533694905713854849186055984415925532647266316927744,-0.0001628306964131885,-2.3886247288440353e-05,-0.00011798506813746887,0.00024786306730917383,0.00024939041235592734,-0.0001624951660621905,-6.819709892002996e-05,-2.9093418827290745e-05,-0.0001979949259719341,0.0001865765731380002,-3.063003435715177e-05,0.00023386177788950065,0.9999999999999998,-0.00021066158142280685,0.0001865765731379973,-0.0003209771198554559,0.00012204507494665479,-6.788611996502101e-05,-3.689834316109927e-05,-0.00013760510744846043
extended::30168634295384984099987626703440157654602987915064535215384295190163901851184,-0.000454305342667532,-6.66437594289923e-05,-0.0003291839191906983,0.0006915496783406117,0.0006958110432436791,-0.0004533691971222151,-0.00019027313078103856,-8.117201425070847e-05,-0.0005524152059256741,0.000520557461586369,-8.545924423999726e-05,0.0006524854187893775,-0.00021066158142280683,0.9999999999999998,0.0005205574615863616,-0.0008955413422438563,0.0003405115301713593,-0.00018940548479150945,-0.00010294812220866184,-0.0003839247566290578
climate-science::65727333669531232905091448824819612789481034857852260350036556651884360807432,0.00040236446256933044,5.9024356369653306e-05,0.0002915482128251348,-0.0006124845748713462,-0.0006162587365155039,0.00040153534685385793,0.00016851914080201735,7.189159101207173e-05,0.0004892573927092491,-0.00046104195481789064,7.568866057859958e-05,-0.000577886545035935,0.0001865765731379973,0.0005205574615863616,1.0,0.0007931538043660206,-0.0003015807342955335,0.0001677506930654524,9.11780293442928e-05,0.0003400305122124887
abraham-accords::70026524713009669538763377800911903794570186848119999786864842995489783143838,-0.0006922079452717232,-0.0001015425869937113,-0.000501565143349479,0.0010536882068934684,0.0010601810881487772,-0.0006907815755517521,-0.00028991200527163016,-0.0001236787418526241,-0.0008416942499188075,0.0007931538043660245,-0.00013021103276597418,0.0009941674654495008,-0.0003209771198554559,-0.0008955413422438562,0.0007931538043660207,1.0,0.000518824597697372,-0.0002885900057456933,-0.00587394059278892,-0.0005849716962708694
business::391670908629060088409431896998377161667071768186645889213963384874929102170,0.00026319810769502935,3.8609520346826177e-05,0.00019071002798667756,-0.0004006436852527897,-0.0004031124723731438,0.000262655759382313,0.00011023319178402985,4.7026346692588205e-05,0.0003200372595397697,-0.00030158073429553694,4.9510118540414754e-05,-0.00037801212399485664,0.00012204507494665479,0.0003405115301713593,-0.0003015807342955335,0.000518824597697372,1.0,0.00010973052813218811,5.96421578425169e-05,0.00022242368722480825
fdv::3783874556587832518151104525711027133710881159533628607061884012946071097261,0.7504607979792006,-0.01610414634430853,-0.00010608018262183383,0.00022285328016873057,0.00022422651361295312,0.7483865222682962,-6.13159005789363e-05,-2.6157845488520234e-05,-0.00017801691550347348,0.0001677506930654497,-0.30130659246609,0.00021026474365282039,-6.788611996502101e-05,-0.00018940548479150942,0.00016775069306545243,-0.00028859000574569334,0.00010973052813218811,1.0,-3.317524024660484e-05,-0.00012372052801479686
epstein::108548893345759572446077602443398325305734327289834850738242401844282632332811,-7.957366654351227e-05,-1.167296043421014e-05,-5.765807477271071e-05,0.0001211281011564499,0.00012187449878370538,-7.940969635328269e-05,-3.332721242514708e-05,-1.4217650967353042e-05,-9.675805952839801e-05,9.117802934429517e-05,-1.496857898321116e-05,0.00011428581674691856,-3.689834316109927e-05,-0.00010294812220866184,9.117802934429281e-05,-0.005873940592788921,5.964215784251689e-05,-3.317524024660483e-05,1.0,-6.724618377238803e-05
elon-musk::32431890167345181985795456212069136470689842825539004695200064630822423107335,-0.0002967543254444045,-4.353200813863926e-05,-0.00021502443997905186,0.0004517234094194842,0.0004545069524433328,-0.00029614283089717496,-0.0001242872783392409,-5.3021930564340306e-05,-0.00036084013636544375,0.0003400305122124894,-5.5822368780699814e-05,0.00042620645660523365,-0.00013760510744846043,-0.00038392475662905786,0.0003400305122124887,-0.0005849716962708694,0.00022242368722480825,-0.00012372052801479686,-6.724618377238803e-05,1.0
