category_a,category_b,correlation,abs_correlation
serie-a,stanley-cup,-6.04515321131011e-05,6.04515321131011e-05
hockey,nba,6.005891107868678e-05,6.005891107868678e-05
awards,primaries,-5.963680144597821e-05,5.963680144597821e-05
hockey,roland-garros,5.8364707679033814e-05,5.8364707679033814e-05
nba-champion,primaries,-5.569114156546548e-05,5.569114156546548e-05
primaries,stanley-cup,-5.3759781849010737e-05,5.3759781849010737e-05
awards,la-liga,-5.240145418868048e-05,5.240145418868048e-05
la-liga,primaries,-5.207497074106067e-05,5.207497074106067e-05
hockey,serie-a,-5.030197856647237e-05,5.030197856647237e-05
nba,serie-a,4.615890360424053e-05,4.615890360424053e-05
roland-garros,serie-a,4.4856805880418745e-05,4.4856805880418745e-05
hockey,primaries,-4.473374453517192e-05,4.473374453517192e-05
nba,primaries,4.1049291910596016e-05,4.1049291910596016e-05
primaries,roland-garros,3.9891331357212e-05,3.9891331357212e-05
primaries,serie-a,-3.4380586740081054e-05,3.4380586740081054e-05
new-mexico-primary,serie-a,1.905992773636301e-05,1.905992773636301e-05
new-mexico-primary,uefa-europa-league,-3.771665108474659e-06,3.771665108474659e-06
middle-east,new-mexico-primary,-2.9499063986077432e-06,2.9499063986077432e-06
colombia-election,new-mexico-primary,-2.787017008855274e-06,2.787017008855274e-06
airdrops,new-mexico-primary,-2.7797904361697027e-06,2.7797904361697027e-06
nba-champion,new-mexico-primary,-2.42458492885927e-06,2.42458492885927e-06
new-mexico-primary,stanley-cup,-2.3405007185325475e-06,2.3405007185325475e-06
la-liga,new-mexico-primary,-2.267150316556315e-06,2.267150316556315e-06
hockey,new-mexico-primary,-1.9475406637852175e-06,1.9475406637852175e-06
nba,new-mexico-primary,1.787133316162391e-06,1.787133316162391e-06
new-mexico-primary,roland-garros,1.7367200255201997e-06,1.7367200255201997e-06
new-mexico-primary,primaries,-1.3311124657380518e-06,1.3311124657380518e-06
